id,word,frequency,pos
65623,mettle,208305,96
65624,moldy,208299,96
65625,bodysuit,208294,96
65626,quantifiers,208294,96
65627,relegation,208293,96
65628,ojo,208291,96
65629,endeavored,208284,100
65630,bulger,208281,96
65631,ronaldinho,208271,96
65632,nabi,208266,96
65633,enalapril,208263,96
65634,placket,208259,92
65635,inflorescence,208250,92
65636,mayall,208243,96
65637,matin,208229,96
65638,chipmunks,208214,96
65639,halogenated,208201,100
65640,filmco,208199,96
65641,hgnc,208188,96
65642,demonstrative,208187,84
65643,duramax,208184,96
65644,dione,208181,92
65645,fbr,208180,96
65646,arthropod,208176,96
65647,levodopa,208172,96
65648,formate,208169,96
65649,insets,208152,96
65650,seis,208152,96
65651,tendulkar,208146,96
65652,guang,208140,96
65653,formattedsearch,208133,96
65654,devendra,208130,96
65655,lacz,208096,96
65656,fmcg,208095,96
65657,bix,208082,96
65658,soundkase,208081,96
65659,sameer,208078,96
65660,jovovich,208069,96
65661,lysate,208067,96
65662,detta,208064,96
65663,bobblehead,208061,96
65664,bigoted,208051,100
65665,rhd,208050,96
65666,geno,208036,96
65667,formers,208027,96
65668,discordant,208017,96
65669,pdg,208016,96
65670,lilacs,208009,96
65671,magnusson,208000,96
65672,orme,207993,96
65673,uprights,207959,92
65674,levying,207959,100
65675,forearms,207952,96
65676,mcconaughey,207948,96
65677,kiernan,207940,96
65678,elles,207930,96
65679,brierley,207928,96
65680,kreuk,207914,96
65681,misdiagnosis,207910,96
65682,wxport,207906,96
65683,takagi,207892,96
65684,paxson,207883,96
65685,cynon,207882,96
65686,replaytv,207879,96
65687,rwe,207878,96
65688,proteolysis,207872,92
65689,copywriters,207866,96
65690,mortician,207864,96
65691,quickies,207857,96
65692,bethnal,207857,96
65693,minuto,207854,96
65694,oriel,207853,96
65695,nines,207853,96
65696,redorbit,207853,96
65697,columbo,207852,96
65698,ballparks,207834,92
65699,arth,207830,96
65700,fisch,207825,96
65701,nonempty,207816,96
65702,bian,207810,96
65703,buoyed,207805,100
65704,slurping,207802,100
65705,haida,207799,96
65706,resorption,207795,96
65707,malady,207789,96
65708,vanier,207785,92
65709,ayto,207773,92
65710,angelika,207768,96
65711,ynez,207757,96
65712,baw,207756,96
65713,inhibitions,207737,96
65714,orpheum,207726,96
65715,antimatter,207726,96
65716,silla,207715,96
65717,btp,207713,96
65718,kof,207707,96
65719,centerstage,207705,92
65720,rian,207699,96
65721,douglasville,207695,96
65722,elissa,207691,96
65723,sanrio,207689,96
65724,autostart,207682,96
65725,electromagnetism,207644,96
65726,brahmin,207641,96
65727,tomi,207636,96
65728,grandsons,207620,96
65729,taverna,207617,96
65730,qiagen,207608,96
65731,mashup,207594,96
65732,tempers,207592,100
65733,standardout,207591,96
65734,ptb,207584,96
65735,prevost,207576,92
65736,quinine,207568,92
65737,rosenblatt,207557,92
65738,wikiproject,207556,100
65739,pedophilia,207536,92
65740,notrix,207526,96
65741,thirtieth,207520,96
65742,moneda,207517,96
65743,illegality,207505,96
65744,paraphrased,207495,100
65745,olefin,207486,96
65746,babyuniverse,207483,96
65747,ascorbate,207476,96
65748,elyse,207468,96
65749,samy,207465,96
65750,mercruiser,207464,96
65751,sige,207462,96
65752,parkas,207457,96
65753,calista,207453,96
65754,gotomeeting,207451,100
65755,vaz,207445,96
65756,beanstalk,207443,96
65757,retroviruses,207432,100
65758,wilbert,207430,84
65759,portada,207430,96
65760,wailuku,207427,96
65761,grog,207414,96
65762,zakk,207410,96
65763,radially,207409,86
65764,signposted,207407,100
65765,radioimmunoassay,207404,96
65766,marciano,207397,96
65767,stigmata,207397,96
65768,fester,207396,96
65769,sufiacorp,207375,96
65770,spey,207372,92
65771,nsb,207371,96
65772,bushland,207371,96
65773,pathologies,207368,96
65774,nextgen,207367,96
65775,freecycle,207365,96
65776,permeated,207364,100
65777,gtl,207359,96
65778,cadastral,207352,96
65779,immunosuppression,207351,92
65780,retards,207349,100
65781,mandan,207348,96
65782,mck,207341,96
65783,nof,207333,84
65784,convexity,207323,92
65785,resentful,207320,84
65786,arity,207319,92
65787,hegre,207317,96
65788,headlands,207308,100
65789,gerais,207304,96
65790,mell,207297,96
65791,complementation,207287,92
65792,saintly,207277,86
65793,envisages,207275,100
65794,taranto,207262,96
65795,michels,207259,96
65796,oude,207255,96
65797,feltham,207239,96
65798,auditioning,207222,100
65799,picnicking,207216,100
65800,solvang,207195,96
65801,gormley,207190,96
65802,tarnovo,207180,96
65803,dcms,207178,96
65804,pushkin,207168,96
65805,ivs,207166,96
65806,nmea,207154,86
65807,qol,207147,96
65808,atticus,207146,96
65809,lymington,207146,96
65810,artforum,207135,96
65811,essie,207133,96
65812,aught,207131,100
65813,nosearch,207130,96
65814,cornelis,207126,96
65815,ank,207122,96
65816,adjuncts,207115,96
65817,coronavirus,207110,96
65818,entomol,207107,96
65819,shorebirds,207104,96
65820,jeweller,207102,92
65821,cryptology,207096,92
65822,scribbles,207083,92
65823,brimfield,207070,96
65824,individ,207048,96
65825,harrassing,207036,100
65826,gangland,207027,96
65827,phorum,207004,96
65828,ferenc,207002,96
65829,bourque,207000,96
65830,roseau,206994,96
65831,fiorentino,206989,96
65832,unban,206989,96
65833,nonfat,206983,96
65834,helmer,206979,96
65835,stdev,206979,96
65836,dbix,206975,100
65837,narco,206969,96
65838,epdm,206958,100
65839,directshow,206956,96
65840,alejandra,206949,96
65841,aex,206949,96
65842,lel,206946,96
65843,grubby,206942,84
65844,danziger,206939,96
65845,cifra,206935,96
65846,wooing,206933,100
65847,blaney,206929,96
65848,flynt,206929,96
65849,backroads,206928,96
65850,conjunctions,206925,92
65851,bluebell,206925,96
65852,pgr,206923,96
65853,lasseter,206911,96
65854,diethyl,206896,96
65855,embellish,206895,96
65856,nicolette,206894,96
65857,lelong,206891,96
65858,hippos,206889,96
65859,lalit,206888,96
65860,cordes,206884,100
65861,tinyos,206881,100
65862,telepathic,206868,84
65863,preg,206864,92
65864,disinfect,206858,100
65865,moonlit,206851,96
65866,dicken,206839,100
65867,intercepting,206836,100
65868,necro,206833,96
65869,bex,206830,96
65870,aspyr,206819,96
65871,privatised,206813,100
65872,sexseiten,206807,96
65873,melange,206800,96
65874,paracel,206790,96
65875,bceao,206789,96
65876,keppel,206786,96
65877,palpatine,206775,96
65878,denounces,206774,92
65879,croissant,206774,96
65880,hoopla,206770,96
65881,pshe,206769,96
65882,buzzmachine,206768,96
65883,centerpoint,206768,96
65884,gules,206765,96
65885,costumed,206757,100
65886,analize,206757,100
65887,trilateral,206745,84
65888,watermarked,206744,100
65889,intersil,206732,84
65890,besser,206729,96
65891,pennysaver,206715,100
65892,vacuolar,206709,96
65893,quarterfinal,206702,96
65894,nikolaos,206696,96
65895,cenas,206693,96
65896,obstetrical,206682,96
65897,perfecto,206677,96
65898,hann,206637,96
65899,operability,206635,96
65900,crk,206634,96
65901,prequalify,206628,96
65902,stansfield,206616,96
65903,wegen,206590,96
65904,walz,206587,96
65905,dedications,206576,96
65906,metoprolol,206574,96
65907,idu,206563,96
65908,lebaron,206549,96
65909,mcauley,206539,96
65910,dienst,206514,96
65911,residenza,206512,96
65912,erl,206510,96
65913,recurrences,206506,100
65914,ulceration,206505,92
65915,goble,206504,84
65916,philipsburg,206503,96
65917,aftertaste,206499,92
65918,dlese,206499,96
65919,dampened,206488,100
65920,stalkers,206485,92
65921,poconos,206484,100
65922,populus,206476,96
65923,cnnmoney,206472,96
65924,cantly,206469,86
65925,payette,206467,96
65926,quizes,206448,96
65927,corks,206441,96
65928,benham,206439,96
65929,lithia,206439,96
65930,obscuring,206432,96
65931,topband,206432,96
65932,easi,206423,96
65933,methacrylate,206413,96
65934,demoted,206407,100
65935,tages,206405,92
65936,nullify,206405,100
65937,camborne,206398,96
65938,plows,206396,96
65939,deltona,206390,96
65940,dabitch,206388,96
65941,nyo,206388,96
65942,jalal,206369,96
65943,moviez,206365,96
65944,refines,206348,96
65945,infarct,206340,96
65946,htlv,206329,96
65947,simpleboard,206324,96
65948,tricking,206321,100
65949,ceb,206317,96
65950,pbt,206312,96
65951,tarifa,206293,96
65952,liquidating,206290,100
65953,basinger,206275,92
65954,compacting,206270,100
65955,mercyhurst,206259,84
65956,corroborate,206250,92
65957,malhotra,206247,96
65958,jono,206245,96
65959,horry,206236,96
65960,fiordland,206234,96
65961,lrb,206230,96
65962,bicknell,206226,96
65963,acce,206225,92
65964,strona,206220,85
65965,astd,206216,84
65966,shuffles,206216,92
65967,aborts,206186,92
65968,waker,206184,96
65969,ergotron,206178,96
65970,folklife,206177,96
65971,envied,206172,100
65972,hankins,206157,92
65973,icap,206154,84
65974,dirtiest,206149,84
65975,denney,206145,84
65976,freecall,206114,92
65977,chins,206112,92
65978,psychosomatic,206107,92
65979,kidnappings,206103,96
65980,coring,206102,96
65981,useragent,206100,96
65982,frictional,206097,96
65983,avena,206091,96
65984,runt,206081,96
65985,benadryl,206080,96
65986,rezone,206054,96
65987,connex,206053,96
65988,sdtv,206040,96
65989,nursed,206032,100
65990,monolayers,206030,92
65991,freewnn,206029,96
65992,ceri,206012,84
65993,nsps,206012,92
65994,placeholders,206006,92
65995,squirm,205991,100
65996,edw,205991,96
65997,shipton,205990,96
65998,billingsley,205988,96
65999,philately,205985,86
66000,repairable,205975,100
66001,prefectural,205975,84
66002,siebert,205974,92
66003,loathsome,205971,96
66004,chincoteague,205968,96
66005,arkin,205965,96
66006,renard,205963,96
66007,vacanza,205963,96
66008,disequilibrium,205958,96
66009,opensp,205955,96
66010,wickes,205954,96
66011,paiste,205953,96
66012,hdt,205943,96
66013,cosas,205937,96
66014,deportivo,205936,96
66015,rockbox,205929,96
66016,festiva,205924,96
66017,orman,205923,96
66018,springbok,205920,96
66019,tiberian,205919,96
66020,vtt,205915,96
66021,chita,205913,96
66022,althea,205912,96
66023,kjos,205910,96
66024,revolutionizing,205908,96
66025,hammacher,205903,96
66026,dando,205901,96
66027,trippy,205901,96
66028,lote,205890,96
66029,dienstag,205874,96
66030,twisters,205865,92
66031,harmonizing,205861,100
66032,rance,205861,92
66033,tula,205858,92
66034,manderlay,205850,92
66035,icebergs,205848,92
66036,vodkapundit,205841,92
66037,sacking,205841,100
66038,skinless,205840,96
66039,mnr,205834,96
66040,sauerkraut,205823,96
66041,costuming,205822,96
66042,clapper,205816,96
66043,opryland,205814,96
66044,settee,205813,96
66045,driest,205812,86
66046,baugh,205805,92
66047,calvo,205800,96
66048,hargrave,205799,96
66049,inver,205780,96
66050,fpr,205774,96
66051,coweta,205767,96
66052,kinowy,205764,96
66053,oncorhynchus,205761,100
66054,juv,205755,96
66055,scipio,205753,96
66056,substations,205753,92
66057,omd,205742,96
66058,beautician,205732,96
66059,baselib,205731,96
66060,concen,205722,96
66061,henke,205721,96
66062,syntheses,205719,100
66063,underpaid,205717,96
66064,vaca,205709,96
66065,stealthy,205708,96
66066,gentamicin,205707,92
66067,upswing,205705,100
66068,flaunt,205704,92
66069,interrogators,205702,92
66070,gratiot,205698,96
66071,didi,205696,96
66072,rhai,205693,96
66073,doubleheader,205691,96
66074,mistaking,205684,100
66075,bashar,205677,96
66076,hooligan,205672,96
66077,gtkmm,205671,96
66078,nfr,205665,96
66079,packagers,205663,92
66080,saxe,205657,100
66081,teledyne,205653,96
66082,mdd,205653,96
66083,escalante,205637,96
66084,sitges,205630,100
66085,vcp,205629,96
66086,uda,205628,96
66087,dasher,205620,96
66088,gunnery,205609,96
66089,dyspepsia,205607,96
66090,perms,205605,96
66091,oline,205594,100
66092,digestible,205594,84
66093,reaver,205591,96
66094,pagename,205588,96
66095,akan,205583,96
66096,wldj,205583,96
66097,augments,205582,92
66098,tryst,205572,96
66099,taxid,205572,96
66100,unsweetened,205566,84
66101,yel,205560,96
66102,setname,205558,96
66103,daydreams,205554,100
66104,cede,205548,96
66105,valuengine,205545,92
66106,tash,205540,92
66107,fickkontakte,205526,96
66108,fluorite,205501,96
66109,pluginversion,205496,92
66110,benchmade,205487,96
66111,pyrolysis,205480,96
66112,ssgt,205477,96
66113,convenes,205471,96
66114,jca,205471,96
66115,sonography,205461,96
66116,annihilate,205453,84
66117,sayles,205437,92
66118,callus,205432,96
66119,moesen,205431,96
66120,eqpt,205431,96
66121,apologist,205427,96
66122,neruda,205420,96
66123,odo,205403,96
66124,gynecologist,205403,96
66125,mcalister,205400,92
66126,euarchontoglires,205391,100
66127,tartrate,205384,96
66128,ridin,205382,96
66129,vation,205380,92
66130,candidly,205374,86
66131,tsop,205374,100
66132,honorably,205367,86
66133,shifty,205361,100
66134,caliban,205360,84
66135,snowe,205358,96
66136,rafi,205354,96
66137,comdex,205348,96
66138,ananova,205345,96
66139,soulseek,205334,100
66140,attentional,205328,96
66141,erty,205325,96
66142,ello,205325,96
66143,eglinton,205321,96
66144,orphanages,205319,92
66145,rdl,205317,96
66146,fossa,205316,96
66147,bioc,205307,96
66148,norwell,205304,96
66149,olli,205302,96
66150,deceptions,205299,96
66151,dve,205287,96
66152,botanary,205286,96
66153,tamura,205284,96
66154,snorted,205283,100
66155,upwind,205282,96
66156,finlayson,205280,92
66157,signe,205265,96
66158,kbr,205262,96
66159,shivered,205259,100
66160,teem,205253,96
66161,replenished,205252,100
66162,overexposure,205234,96
66163,helmsley,205229,96
66164,nymphos,205221,96
66165,neutropenia,205216,96
66166,massless,205192,96
66167,haba,205184,96
66168,taca,205182,96
66169,assailants,205178,100
66170,fitment,205178,92
66171,degeneracy,205177,92
66172,aips,205166,92
66173,hostelling,205156,100
66174,neanderthal,205142,96
66175,matz,205140,96
66176,lemming,205139,100
66177,bhm,205138,96
66178,rft,205124,96
66179,laminin,205122,96
66180,appends,205121,100
66181,perkinelmer,205119,96
66182,meriwether,205117,96
66183,neurotoxicity,205101,92
66184,etherchannel,205101,92
66185,robt,205095,92
66186,huntingdonshire,205088,100
66187,zohar,205085,96
66188,vram,205085,92
66189,kcrw,205081,96
66190,giovanna,205078,96
66191,fluoro,205078,92
66192,consummated,205077,100
66193,moraes,205070,96
66194,lipopolysaccharide,205070,96
66195,cosimo,205064,96
66196,advertisments,205054,96
66197,kington,205051,96
66198,infoset,205039,96
66199,setlocale,205038,96
66200,cyanobacteria,205036,96
66201,extranets,205030,100
66202,morphisms,205027,92
66203,thora,205017,96
66204,csskim,205012,96
66205,cotes,205008,100
66206,geostationary,205004,96
66207,gva,204991,96
66208,alanna,204983,96
66209,fertilisation,204972,92
66210,pokerstars,204966,96
66211,insurable,204958,84
66212,classloader,204958,92
66213,obstinate,204955,96
66214,multiparty,204954,96
66215,rudman,204947,96
66216,earthwork,204946,96
66217,leeson,204945,96
66218,carden,204943,96
66219,artesian,204940,96
66220,jeopardized,204920,96
66221,henshaw,204916,96
66222,frio,204910,96
66223,cassegrain,204903,96
66224,opd,204898,96
66225,retinoblastoma,204898,92
66226,pipelined,204892,84
66227,backdoors,204891,92
66228,driv,204888,96
66229,bitkeeper,204888,96
66230,serology,204887,92
66231,disoriented,204885,100
66232,alphabetized,204877,100
66233,buttock,204858,96
66234,sdj,204856,96
66235,farquhar,204850,96
66236,conse,204847,96
66237,ergodic,204846,96
66238,superseding,204835,96
66239,retrace,204823,96
66240,linewidth,204823,96
66241,veronique,204822,96
66242,glasshouse,204821,96
66243,graber,204816,96
66244,revolvers,204813,92
66245,broadcasted,204812,100
66246,lurch,204811,100
66247,sevastopol,204810,96
66248,braindumps,204799,92
66249,medallist,204797,84
66250,gregarious,204797,84
66251,inductees,204795,92
66252,torrential,204789,96
66253,jetway,204787,96
66254,allee,204785,96
66255,superset,204784,100
66256,brockman,204780,96
66257,nyp,204779,96
66258,camilo,204777,96
66259,bonk,204773,96
66260,oor,204770,96
66261,electroweak,204767,96
66262,zevon,204766,96
66263,lublin,204762,96
66264,nightgown,204761,100
66265,apartamenty,204760,96
66266,systran,204760,96
66267,splurge,204759,96
66268,bombard,204756,96
66269,magpies,204756,92
66270,stalingrad,204751,92
66271,missus,204750,96
66272,mystified,204737,100
66273,sandiego,204736,96
66274,matta,204734,96
66275,hashed,204731,100
66276,drooping,204720,96
66277,quash,204711,96
66278,aeropuerto,204706,96
66279,adjudicate,204703,96
66280,diable,204702,84
66281,inconsiderate,204701,84
66282,tictap,204696,92
66283,heflin,204693,96
66284,bcom,204690,96
66285,highchairs,204688,96
66286,mytravel,204687,96
66287,mousetrap,204679,96
66288,dox,204677,96
66289,defpoints,204676,100
66290,nameservers,204672,92
66291,rasur,204670,96
66292,schwarzkopf,204668,96
66293,cially,204660,86
66294,uco,204639,84
66295,rosemead,204630,92
66296,hokey,204630,92
66297,endocytosis,204622,92
66298,sref,204619,96
66299,swirled,204617,100
66300,ramses,204616,100
66301,dlopen,204607,84
66302,iaw,204605,96
66303,faribault,204593,96
66304,darted,204581,100
66305,sygate,204581,96
66306,warlike,204576,101
66307,vag,204560,96
66308,ustr,204559,96
66309,ngf,204557,96
66310,participative,204555,96
66311,berner,204554,96
66312,preprinted,204550,100
66313,southbank,204543,84
66314,colons,204542,92
66315,duos,204537,92
66316,bindir,204537,96
66317,wheatgrass,204519,96
66318,supplication,204515,96
66319,fretted,204513,100
66320,sdt,204502,96
66321,begonia,204479,96
66322,tugjob,204476,96
66323,courteney,204471,96
66324,rabinowitz,204465,96
66325,screamer,204461,96
66326,boylan,204455,96
66327,janeane,204455,96
66328,meda,204443,96
66329,hitz,204435,96
66330,declarant,204435,84
66331,busselton,204435,96
66332,salto,204427,96
66333,ruta,204426,96
66334,practicals,204411,96
66335,pui,204408,96
66336,bakewell,204395,96
66337,rifampin,204385,96
66338,smits,204382,92
66339,gauged,204373,100
66340,posthumously,204373,86
